"ReadCode"	"ConceptId"	"term"	"DescriptionId"
"9NUz"	"353921000000107"	"Bulgarian language interpreter needed"	"664991000000112"
"9Nv"	"828561000000100"	"Transfer profile form completed"	"2154101000000110"
"9NV3"	"846041000000106"	"Post-operative care in primary care"	"2194281000000119"
"9NV4"	"933601000000101"	"Post hospital discharge followed up within 3 days"	"2391861000000116"
"9NW"	"25201000000108"	"Seen by rapid response team"	"62791000000111"
"9Nw"	"864751000000108"	"Preference for NHS care provider"	"2235621000000110"
"9NW0"	"25211000000105"	"Seen by rapid response team - respiratory"	"62801000000110"
"9NW0"	"25211000000105"	"Seen by respiratory rapid response team"	"1805541000000115"
"9Nx"	"927031000000106"	"Inappropriate use of walk-in centre"	"2376501000000116"
"9NX1"	"516371000000109"	"Has cancer key worker"	"1149831000000113"
"9NX2"	"894311000000107"	"In-house substance misuse treatment"	"2301851000000116"
"9NX3"	"983341000000102"	"Pharmacy First service"	"2500671000000119"
"9NX4"	"983641000000106"	"Fracture liaison service"	"2501411000000115"
"9NY"	"749001000000101"	"Appointment"	"1640711000000117"
"9Ny"	"896271000000104"	"Holds European Health Insurance Card"	"2306131000000114"
"9NY0"	"717571000000100"	"New appointment"	"1570101000000110"
"9Nz"	"716231000000102"	"Patient encounter administration data"	"1568791000000113"
"9Nz0"	"896611000000106"	"Declined to see school nurse"	"2307011000000116"
"9Nz1"	"901441000000108"	"Child not brought to appointment"	"2318571000000117"
"9Nz2"	"906241000000102"	"Requires transport for appointments"	"2330101000000110"
"9Nz3"	"920911000000100"	"Appropriate use of accident and emergency service"	"2363671000000114"
"9Nz4"	"921071000000100"	"Appropriate use of walk-in centre"	"2364131000000115"
"9Nz5"	"927901000000101"	"Inappropriate triage decision"	"2378391000000117"
"9Nz6"	"927921000000105"	"Appropriate triage decision"	"2378431000000113"
"9Nz7"	"931711000000109"	"Father present at encounter"	"2387611000000112"
"9Nz8"	"931731000000101"	"Mother present at encounter"	"2387651000000111"
"9Nz9"	"963261000000108"	"Emergency department attendance related to personal alcohol consumption"	"2454241000000116"
"9NzA"	"963281000000104"	"Hospital attendance related to personal alcohol consumption"	"2454281000000112"
"9NzB"	"968521000000109"	"Inappropriate use of general practitioner service"	"2466511000000119"
"9NzC"	"201121000000105"	"Parent present at encounter"	"305781000000119"
"9NzD"	"204291000000100"	"Relative present at encounter"	"312621000000117"
"9NzE"	"758451000000103"	"Legal guardian present at encounter"	"1672131000000111"
"9NzF"	"360491000000103"	"Carer present at encounter"	"679121000000115"
"9NzH"	"201131000000107"	"No other person present at encounter"	"305801000000118"
"9O"	"713861000000103"	"Clinic monitoring administration"	"1565101000000110"
"9O"	"714671000000106"	"Prevention/screening administration"	"1565911000000110"
"9O"	"714701000000105"	"Prevention administration"	"1565941000000111"
"9O"	"714831000000105"	"Contraceptive administration"	"1566731000000111"
"9O"	"714961000000106"	"Screening administration"	"1566201000000110"
"9o"	"767731000000105"	"Walk in centre administration"	"1709831000000113"
"9O1"	"748981000000103"	"Screening method"	"1640671000000118"
"9O14"	"341061000000102"	"Participant in Avon Longitudinal Study of Parents and Children"	"635361000000114"
"9O1Z"	"748981000000103"	"Screening method"	"1640671000000118"
"9O2"	"715891000000105"	"Screening invite medium"	"1568451000000111"
"9O2Z"	"715891000000105"	"Screening invite medium"	"1568451000000111"
"9O3"	"714281000000105"	"Call administration - general"	"1566461000000113"
"9O3"	"714281000000105"	"Patient call administration"	"1565521000000112"
"9O39"	"202451000000100"	"Thyroid monitoring call"	"308791000000114"
"9O391"	"959741000000108"	"Thyroid monitoring SMS (short message service) text message first invitation"	"2446361000000119"
"9O392"	"959761000000109"	"Thyroid monitoring SMS (short message service) text message second invitation"	"2446401000000111"
"9O393"	"959781000000100"	"Thyroid monitoring SMS (short message service) text message third invitation"	"2446441000000114"
"9O3Z"	"714281000000105"	"Patient call administration"	"1565521000000112"
"9O49"	"294721000000108"	"Refused consent for screening programme recall"	"518301000000118"
"9O4A"	"294751000000103"	"Refused consent for retinopathy screening programme recall"	"518361000000119"
"9O4Z"	"714311000000108"	"Patient recall administration"	"1565551000000119"
"9O5"	"714761000000109"	"Child immunisation administration"	"1566001000000119"
"9O59"	"867471000000103"	"Child immunisation invitation third short message service text message"	"2241811000000116"
"9O5A"	"867491000000104"	"Child immunisation invitation first short message service text message"	"2241851000000117"
"9O5a"	"913151000000103"	"Second MMR (measles mumps rubella) immunisation third telephone invitation"	"2346731000000119"
"9O5B"	"867511000000107"	"Child immunisation invitation second short message service text message"	"2241891000000113"
"9O5C"	"867671000000101"	"First primary immunisation invitation first letter"	"2242891000000118"
"9O5D"	"867691000000102"	"First primary immunisation invitation second letter"	"2242931000000111"
"9O5E"	"867711000000100"	"First primary immunisation invitation third letter"	"2242971000000113"
"9O5F"	"867731000000108"	"Second primary immunisation invitation first letter"	"2243011000000113"
"9O5G"	"867751000000101"	"Second primary immunisation invitation second letter"	"2243051000000112"
"9O5H"	"867771000000105"	"Second primary immunisation invitation third letter"	"2243091000000116"
"9O5J"	"867791000000109"	"Third primary immunisation invitation first letter"	"2243131000000118"
"9O5K"	"867811000000105"	"Third primary immunisation invitation second letter"	"2243171000000116"
"9O5L"	"867831000000102"	"Third primary immunisation invitation third letter"	"2243211000000118"
"9O5M"	"867971000000108"	"12-13 month immunisation invitation first letter"	"2243491000000111"
"9O5N"	"868011000000101"	"12-13 month immunisation invitation second letter"	"2243571000000113"
"9O5P"	"868031000000109"	"12-13 month immunisation invitation third letter"	"2243611000000116"
"9O5Q"	"868051000000102"	"Second MMR (measles mumps rubella) immunisation invitation first letter"	"2243651000000117"
"9O5R"	"868071000000106"	"Second MMR (measles mumps rubella) immunisation invitation second letter"	"2243691000000113"
"9O5S"	"868091000000105"	"Second MMR (measles mumps rubella) immunisation invitation third letter"	"2243731000000119"
"9O5T"	"868111000000100"	"Pre-school booster immunisation invitation first letter"	"2243771000000117"
"9O5V"	"868131000000108"	"Pre-school booster immunisation invitation second letter"	"2243811000000117"
"9O5W"	"868161000000103"	"Pre-school booster immunisation invitation third letter"	"2243871000000110"
"9O5X"	"913111000000102"	"Second MMR (measles mumps rubella) immunisation first telephone invitation"	"2346651000000117"
"9O5Y"	"913131000000105"	"Second MMR (measles mumps rubella) immunisation second telephone invitation"	"2346691000000113"
"9O5Z"	"714761000000109"	"Child immunisation administration"	"1566001000000119"
"9O6"	"714681000000108"	"Child development check administration"	"1565921000000116"
"9O6D"	"312311000000100"	"Child 7 - 9 month hearing screen questionnaire"	"564101000000111"
"9O6Z"	"714681000000108"	"Child development check administration"	"1565921000000116"
"9O7"	"714781000000100"	"Rubella antibody screening administration"	"1566021000000111"
"9O7Z"	"714781000000100"	"Rubella antibody screening administration"	"1566021000000111"
"9O8"	"714971000000104"	"Cervical cytology administration"	"1566491000000119"
"9O8"	"714971000000104"	"Cervical smear screening administration"	"1566211000000112"
"9O89"	"22471000000109"	"SMEAR ABNORMAL - PATIENT TOLD"	"21571000000116"
"9O89"	"22471000000109"	"Smear abnormal - patient told"	"470951000000119"
"9O8b"	"198351000000105"	"Cervical smear disclaimer sent"	"298871000000111"
"9O8c"	"711561000000100"	"Cervical smear screening first letter"	"1559251000000110"
"9O8d"	"711571000000107"	"Cervical smear screening second letter"	"1559271000000118"
"9O8e"	"711591000000106"	"Cervical smear screening third letter"	"1559311000000118"
"9O8f"	"711611000000103"	"Cervical smear screening verbal invitation"	"1559351000000119"
"9O8g"	"711581000000109"	"Cervical smear screening telephone invitation"	"1559291000000119"
"9O8h"	"711551000000103"	"Cervical smear screening appointment reminder"	"1559211000000111"
"9O8i"	"494911000000104"	"Annual cervical smear required"	"1065711000000111"
"9O8j"	"512121000000106"	"Never had cervical smear"	"1138891000000116"
"9O8k"	"836441000000104"	"Cervical smear screening invitation short message service text"	"2171861000000118"
"9O8k0"	"836461000000103"	"Cervical smear screening invitation first short message service text"	"2171921000000116"
"9O8k1"	"836481000000107"	"Cervical smear screening invitation second short message service text"	"2171981000000115"
"9O8k2"	"836501000000103"	"Cervical smear screening invitation third short message service text"	"2172051000000119"
"9O8R"	"247931000000109"	"Smear normal - patient notified"	"405881000000119"
"9O8T"	"717061000000103"	"Cervical smear slide lost in transit"	"1569601000000118"
"9O8U"	"715771000000101"	"Cervical smear slide broken in transit"	"1568331000000111"
"9O8Z"	"714971000000104"	"Cervical smear screening administration"	"1566211000000112"
"9O9"	"718411000000105"	"Intrauterine contraceptive device follow-up administration"	"1573591000000117"
"9O9Z"	"718411000000105"	"Intrauterine contraceptive device follow-up administration"	"1573591000000117"
"9OA"	"714841000000101"	"Diaphragm check administration"	"1566081000000112"
"9OA"	"714851000000103"	"Cap follow-up administration"	"1566711000000115"
"9OA"	"714861000000100"	"Diaphragm follow-up administration"	"1566101000000118"
"9OAZ"	"714841000000101"	"Diaphragm check administration"	"1566081000000112"
"9OB"	"714881000000109"	"Oral contraceptive administration"	"1566121000000110"
"9OB"	"714891000000106"	"Oral contracept. check admin."	"1567151000000119"
"9OB"	"714891000000106"	"Oral contraceptive check administration"	"1566131000000112"
"9Ob9"	"248461000000107"	"Coronary heart disease monitoring telephone invitation"	"1153801000000119"
"9Ob9"	"248461000000107"	"Coronary heart disease monitoring telephone invite"	"406961000000113"
"9OBZ"	"343821000000100"	"Contraceptive check administration"	"641811000000117"
"9OBZ"	"714891000000106"	"Oral contraceptive check administration"	"1566131000000112"
"9OC"	"714991000000100"	"Adult health screening administration"	"1566231000000116"
"9Oc0"	"300971000000106"	"Attends lipid disorder monitoring"	"533341000000119"
"9Oc1"	"301111000000107"	"Lipid disorder monitoring declined"	"533641000000111"
"9Oc2"	"716001000000100"	"Lipid disorder monitoring first letter"	"1568561000000113"
"9Oc3"	"716751000000102"	"Lipid disorder monitoring second letter"	"1569301000000114"
"9Oc4"	"716731000000109"	"Lipid disorder monitoring third letter"	"1570391000000117"
"9Oc5"	"716461000000106"	"Lipid disorder monitoring verbal invitation"	"1569011000000113"
"9Oc6"	"716741000000100"	"Lipid disorder monitoring telephone invitation"	"1569291000000110"
"9OCZ"	"714991000000100"	"Adult health screening administration"	"1566231000000116"
"9OD"	"715051000000108"	"Hypertension screening administration"	"1566291000000115"
"9ODZ"	"715051000000108"	"Hypertension screening administration"	"1566291000000115"
"9OE"	"714521000000106"	"Chronic disease administration"	"1565761000000110"
"9Oe"	"715121000000104"	"Community disease modifying antirheumatic drug monitoring administration"	"1564391000000118"
"9Oe0"	"717041000000104"	"Community disease modifying antirheumatic drug monitoring appointment"	"1569581000000110"
"9Oe1"	"25331000000108"	"Community disease modifying antirheumatic drug monitoring suspended"	"1748501000000119"
"9Oe1"	"25331000000108"	"Community DMARD monitoring suspended"	"62981000000112"
"9Oe2"	"25341000000104"	"Community disease modifying antirheumatic drug monitoring not appropriate"	"1748441000000115"
"9Oe2"	"25341000000104"	"Community DMARD monitoring not appropriate"	"63001000000113"
"9Oe3"	"716261000000107"	"Did not attend for community disease modifying antirheumatic drug monitoring"	"1568811000000114"
"9Oe4"	"717611000000109"	"Community disease modifying antirheumatic drug monitoring record returned to patient"	"1570141000000113"
"9Oe5"	"803771000000101"	"Community disease modifying antirheumatic drug monitoring call"	"2108231000000112"
"9Oe50"	"803821000000107"	"Community DMARD monitoring first letter"	"1797031000000113"
"9Oe51"	"803841000000100"	"Community DMARD (disease modifying antirheumatic drug) monitoring second letter"	"1797071000000110"
"9Oe52"	"803861000000104"	"Community DMARD (disease modifying antirheumatic drug) monitoring third letter"	"1797111000000116"
"9Oe6"	"804131000000104"	"Community disease modifying antirheumatic drug monitoring verbal invitation"	"2107951000000113"
"9OE7"	"248361000000104"	"Chronic disease monitoring telephone invitation"	"1152001000000116"
"9OE7"	"248361000000104"	"Chronic disease monitoring telephone invite"	"406761000000111"
"9Oe7"	"804191000000103"	"Community DMARD (disease modifying antirheumatic drug) monitoring telephone invitation"	"1797861000000110"
"9OE8"	"248431000000102"	"Chronic disease monitoring verbal invitation"	"1152021000000113"
"9OE8"	"248431000000102"	"Chronic disease monitoring verbal invite"	"406901000000114"
"9OE9"	"887821000000102"	"Chronic disease management annual review invitation"	"2287231000000114"
"9OEA"	"888461000000107"	"Chronic disease management annual review completed"	"2288591000000113"
"9OEZ"	"714521000000106"	"Chronic disease administration"	"1565761000000110"
"9OF"	"714731000000104"	"Adult immunisation administration"	"1565971000000117"
"9Of"	"715091000000100"	"Epilepsy screening administration"	"1564361000000112"
"9Of0"	"716011000000103"	"Epilepsy screening first invitation"	"1568571000000118"
"9Of1"	"715791000000102"	"Epilepsy screening second invitation"	"1568351000000116"
"9Of2"	"716811000000106"	"Epilepsy screening third invitation"	"1569361000000113"
"9Of4"	"248371000000106"	"Epilepsy monitoring telephone invitation"	"1164611000000112"
"9Of4"	"248371000000106"	"Epilepsy monitoring telephone invite"	"406781000000119"
"9Of5"	"202061000000107"	"Epilepsy monitoring call first letter"	"307861000000113"
"9Of6"	"202071000000100"	"Epilepsy monitoring call second letter"	"307881000000116"
"9Of7"	"202081000000103"	"Epilepsy monitoring call third letter"	"307901000000118"
"9OF9"	"927211000000105"	"MMR (measles mumps rubella) booster vaccination invitation third letter"	"2376901000000114"
"9OFA"	"927231000000102"	"MMR (measles mumps rubella) booster vaccination invitation second letter"	"2376941000000112"
"9OFB"	"927251000000109"	"MMR (measles mumps rubella) booster vaccination invitation first letter"	"2376981000000116"
"9OFZ"	"714731000000104"	"Adult immunisation administration"	"1565971000000117"
"9OG"	"715071000000104"	"Geriatric screening administration"	"1566311000000119"
"9Og"	"715131000000102"	"Falls risk assessment administration"	"1564401000000115"
"9Og0"	"717091000000109"	"Referral for falls risk assessment"	"1569631000000112"
"9Og2"	"93001000000106"	"Falls risk assessment complete"	"141861000000116"
"9OGZ"	"715071000000104"	"Geriatric screening administration"	"1566311000000119"
"9OH"	"715011000000109"	"Breast screening administration"	"1566251000000111"
"9Oh3"	"93461000000100"	"Multi-professional risk assessment done"	"142281000000116"
"9Oh4"	"93471000000107"	"Multi-professional risk assessment default"	"142291000000119"
"9Oh5"	"88621000000103"	"Multi-professional risk assessment declined"	"157951000000119"
"9OhA"	"990301000000105"	"Cardiovascular disease risk assessment done"	"2516621000000117"
"9OhB"	"710421000000101"	"Non-steroidal anti-inflammatory drug risk assessment completed"	"1552411000000119"
"9OhB"	"710421000000101"	"NSAID (non-steroidal anti-inflammatory drug) risk assessment completed"	"1552421000000113"
"9OHF"	"512501000000109"	"Breast screening offered"	"1139701000000112"
"9OHG"	"811481000000106"	"Breast screening disclaimer received"	"2116851000000115"
"9OHH"	"812961000000104"	"Breast screening disclaimer sent"	"2119981000000110"
"9OHJ"	"891971000000100"	"Breast screening incomplete"	"2296941000000111"
"9OHK"	"915591000000103"	"Breast screening not done"	"2352431000000113"
"9OHZ"	"715011000000109"	"Breast screening administration"	"1566251000000111"
"9OI"	"713641000000103"	"Hypertension monitoring administration"	"1564881000000111"
"9OI"	"713661000000102"	"Hypertension clinic administration"	"1564901000000114"
"9Oi"	"713731000000102"	"Chronic obstructive pulmonary disease monitoring administration"	"1564971000000118"
"9Oi0"	"716241000000106"	"Chronic obstructive pulmonary disease monitoring first letter"	"1568801000000112"
"9Oi1"	"717021000000106"	"Chronic obstructive pulmonary disease monitoring second letter"	"1569571000000113"
"9Oi2"	"717521000000104"	"Chronic obstructive pulmonary disease monitoring third letter"	"1570061000000113"
"9Oi3"	"716281000000103"	"Chronic obstructive pulmonary disease monitoring verbal invite"	"1568831000000118"
"9Oi4"	"716901000000101"	"Chronic obstructive pulmonary disease monitoring telephone invitation"	"1569451000000115"
"9OIB"	"938571000000104"	"Borderline hypertension monitoring first letter"	"2403141000000118"
"9OIC"	"938611000000108"	"Borderline hypertension monitoring second letter"	"2403221000000116"
"9OID"	"938631000000100"	"Borderline hypertension monitoring third letter"	"2403261000000112"
"9OIZ"	"713641000000103"	"Hypertension monitoring administration"	"1564881000000111"
"9OJ"	"713701000000108"	"Asthma monitoring administration"	"1564941000000112"
"9OJ"	"713711000000105"	"Asthma clinic administration"	"1564951000000110"
"9Oj"	"713741000000106"	"Hypothyroidism monitoring administration"	"1564981000000116"
"9Oj4"	"248341000000100"	"Hypothyroidism monitoring telephone invitation"	"406721000000115"
"9OJB"	"928451000000107"	"Asthma monitoring invitation SMS (short message service) text message"	"2379671000000115"
"9OJB0"	"959401000000101"	"Asthma monitoring SMS (short message service) text message first invitation"	"2445551000000116"
"9OJB1"	"959421000000105"	"Asthma monitoring SMS (short message service) text message second invitation"	"2445611000000116"
"9OJB2"	"959441000000103"	"Asthma monitoring SMS (short message service) text message third invitation"	"2445651000000117"
"9OJC"	"928511000000107"	"Asthma monitoring invitation email"	"2379801000000110"
"9OJZ"	"713701000000108"	"Asthma monitoring administration"	"1564941000000112"
"9Ok"	"713751000000109"	"Cancer monitoring administration"	"1564991000000119"
"9OK"	"713951000000106"	"Obesity monitoring administration"	"1565191000000115"
"9OK"	"713971000000102"	"Obesity clinic administration"	"1565211000000116"
"9Ok3"	"166851000000104"	"Date cancer diagnosis received in primary care"	"226911000000117"
"9Ok8"	"166871000000108"	"Date children offered counselling"	"226921000000111"
"9OkB"	"248331000000109"	"Cancer monitoring telephone invitation"	"406701000000112"
"9OkC"	"276101000000100"	"Patient on regional cancer register"	"472961000000117"
"9OkD"	"710631000000102"	"Prostate specific antigen monitoring invitation"	"1553011000000119"
"9OkD0"	"710651000000109"	"Prostate specific antigen monitoring first letter"	"1553061000000117"
"9OkD1"	"710671000000100"	"Prostate specific antigen monitoring second letter"	"1553111000000118"
"9OkD2"	"710691000000101"	"Prostate specific antigen monitoring third letter"	"1553181000000113"
"9OkD3"	"959671000000106"	"PSA (prostate specific antigen) monitoring SMS (short message service) text message first invitation"	"2446221000000115"
"9OkD4"	"959691000000105"	"PSA (prostate specific antigen) monitoring SMS (short message service) text message second invitation"	"2446261000000111"
"9OkD5"	"959711000000107"	"PSA (prostate specific antigen) monitoring SMS (short message service) text message third invitation"	"2446301000000118"
"9OKZ"	"713951000000106"	"Obesity monitoring administration"	"1565191000000115"
"9OL"	"713671000000109"	"Diabetes monitoring administration"	"1564911000000111"
"9OL"	"713691000000108"	"Diabetes clinic administration"	"1564931000000115"
"9Ol"	"713761000000107"	"Mental health monitoring administration"	"1565001000000114"
"9Ol4"	"248551000000108"	"Mental health monitoring telephone invitation"	"1153491000000111"
"9Ol4"	"248551000000108"	"Mental health monitoring telephone invite"	"407141000000112"
"9Ol5"	"513571000000107"	"Lithium monitoring first letter"	"1141911000000113"
"9Ol6"	"513591000000106"	"Lithium monitoring second letter"	"1141951000000112"
"9Ol7"	"513611000000103"	"Lithium monitoring third letter"	"1141991000000116"
"9Ol8"	"516401000000106"	"Attention deficit hyperactivity disorder monitoring invitation first letter"	"1149891000000114"
"9Ol9"	"516891000000101"	"Attention deficit hyperactivity disorder monitoring invitation second letter"	"1151111000000113"
"9OlA"	"516911000000103"	"Attention deficit hyperactivity disorder monitoring invitation third letter"	"1151151000000112"
"9OlB"	"1036821000000108"	"Mild cognitive impairment review invitation"	"2616931000000117"
"9OlB0"	"1036841000000101"	"Mild cognitive impairment review invitation first letter"	"2616971000000115"
"9OlB1"	"1036861000000100"	"Mild cognitive impairment review invitation second letter"	"2617011000000112"
"9OlB2"	"1036881000000109"	"Mild cognitive impairment review invitation third letter"	"2617051000000111"
"9OLE"	"276651000000107"	"Attended DESMOND (diabetes education and self management for ongoing and newly diagnosed) structured programme"	"1676151000000117"
"9OLE"	"276651000000107"	"Attended DESMOND structured programme"	"493821000000118"
"9OLF"	"755491000000100"	"Diabetes structured education programme completed"	"1662411000000116"
"9OLG"	"306401000000106"	"Attended expert patient education versus routine treatment diabetes structured education programme"	"545911000000117"
"9OLG"	"306401000000106"	"Attended XPERT diabetes structured education programme"	"546001000000113"
"9OLH"	"306441000000109"	"Attended DAFNE diabetes structured education programme"	"546071000000117"
"9OLH"	"306441000000109"	"Attended dose adjustment for normal eating diabetes structured education programme"	"546021000000116"
"9OLJ"	"306471000000103"	"DAFNE diabetes structured education programme completed"	"546151000000110"
"9OLJ"	"306471000000103"	"Dose adjustment for normal eating diabetes structured education programme completed"	"546101000000114"
"9OLK"	"306501000000105"	"DESMOND diabetes structured education programme completed"	"546221000000114"
"9OLK"	"306501000000105"	"Diabetes education and self management for ongoing and newly diagnosed structured programme completed"	"546171000000118"
"9OLL"	"306531000000104"	"Expert patient education versus routine treatment diabetes structured education programme completed"	"546241000000119"
"9OLL"	"306531000000104"	"XPERT diabetes structured education programme completed"	"546291000000112"
"9OLM"	"306591000000103"	"Diabetes structured education programme declined"	"546471000000114"
"9OLP"	"1033281000000100"	"X-PERT (expert patient education versus routine treatment) First Steps diabetes self-management programme completed"	"2609421000000115"
"9OLP"	"1033281000000100"	"X-PERT First Steps diabetes self-management programme completed"	"2645821000000114"
"9OLZ"	"713671000000109"	"Diabetes monitoring administration"	"1564911000000111"
"9Om"	"713771000000100"	"Stroke/transient ischaemic attack monitoring administration"	"1565011000000111"
"9OM"	"713981000000100"	"Geriatric monitoring administration"	"1565221000000110"
"9Om4"	"717241000000108"	"Stroke/transient ischaemic attack monitoring telephone invitation"	"1569781000000115"
"9OMZ"	"713981000000100"	"Geriatric monitoring administration"	"1565221000000110"
"9ON"	"713571000000108"	"Stress monitoring administration"	"1564811000000116"
"9ON"	"713581000000105"	"Stress clinic administration"	"1564821000000110"
"9On"	"713781000000103"	"Left ventricular dysfunction monitoring administration"	"1565021000000117"
"9On4"	"716411000000109"	"Left ventricular dysfunction monitoring telephone invitation"	"1568961000000117"
"9ONZ"	"713571000000108"	"Stress monitoring administration"	"1564811000000116"
"9OO"	"714001000000108"	"Anti-smoking monitoring administration"	"1565241000000115"
"9OO"	"714021000000104"	"Stop smoking clinic administration"	"1565261000000119"
"9Oo"	"714821000000108"	"Pneumococcal vaccination administration"	"1566061000000115"
"9Oo1"	"340801000000104"	"Pneumococcal vaccination verbal invitation"	"634751000000111"
"9Oo1"	"340801000000104"	"Pneumococcal vaccination verbal invite"	"727921000000117"
"9Oo2"	"200811000000103"	"First pneumococcal vaccination invitation letter sent"	"305021000000118"
"9Oo3"	"200821000000109"	"Second pneumococcal vaccination invitation letter sent"	"305041000000113"
"9Oo4"	"200841000000102"	"Third pneumococcal vaccination invitation letter sent"	"305081000000117"
"9OOB"	"783381000000101"	"Stop smoking invitation short message service text message"	"1751721000000113"
"9OOB0"	"783401000000101"	"Stop smoking invitation first short message service text message"	"1751761000000117"
"9OOB1"	"783441000000103"	"Stop smoking invitation second short message service text message"	"1751861000000114"
"9OOB2"	"783481000000106"	"Stop smoking invitation third short message service text message"	"1751951000000118"
"9OOZ"	"714001000000108"	"Stop smoking monitoring administration"	"1567181000000113"
"9OP"	"714081000000103"	"Well woman monitoring administration"	"1565321000000115"
"9OP"	"714101000000109"	"Well woman clinic administration"	"1565341000000110"
"9Op0"	"1103711000000100"	"HIV (human immunodeficiency virus) test offered"	"2763031000000116"
"9Op1"	"1107671000000106"	"Hepatitis C screening offered"	"2771771000000110"
"9Op2"	"1107691000000105"	"Hepatitis B screening offered"	"2771811000000110"
"9Op3"	"768801000000109"	"Human immunodeficiency virus test not appropriate"	"1715761000000112"
"9OPZ"	"714081000000103"	"Well woman monitoring administration"	"1565321000000115"
"9OQ"	"714041000000106"	"Well man monitoring administration"	"1565281000000111"
"9OQ"	"714051000000109"	"Well man clinic administration"	"1565291000000113"
"9Oq0"	"200591000000105"	"Chlamydia test offered"	"304451000000115"
"9Oq1"	"202241000000102"	"Syphilis screening offered"	"308281000000119"
"9Oq2"	"279811000000104"	"Tuberculosis screening questionnaire completed"	"480601000000115"
"9Oq3"	"375031000000109"	"Brief intervention for physical activity completed"	"737551000000118"
"9Oq4"	"504751000000108"	"Chlamydia screening programme test kit issued"	"1121311000000114"
"9Oq5"	"522471000000109"	"Brief intervention for physical activity offered"	"1166711000000112"
"9Oq6"	"525601000000105"	"Brief intervention for physical activity follow-up completed"	"1173291000000113"
"9Oq7"	"718191000000107"	"Dysphagia screening completed"	"1668091000000116"
"9Oq9"	"276771000000107"	"Newborn hearing screening programme outcome"	"474301000000110"
"9Oq90"	"276871000000102"	"Newborn hearing screening programme incomplete as withdrew consent during screening"	"474601000000119"
"9Oq91"	"276901000000102"	"Newborn hearing screening programme incomplete as screening equipment not available"	"474691000000114"
"9Oq92"	"276891000000103"	"Newborn hearing screening programme incomplete as screening equipment malfunction"	"474661000000115"
"9Oq93"	"276881000000100"	"Newborn hearing screening programme incomplete as outside screening age range"	"474631000000113"
"9Oq94"	"276861000000109"	"Newborn hearing screening programme incomplete as outside of area of current screening coverage"	"474571000000114"
"9Oq95"	"276841000000108"	"Newborn hearing screening programme incomplete as no current contact details"	"474511000000116"
"9Oq96"	"279601000000100"	"Newborn hearing screening programme incomplete as lack of service capacity"	"480151000000110"
"9Oq97"	"276831000000104"	"Newborn hearing screening programme incomplete as did not attend appointment"	"474481000000110"
"9Oq98"	"276821000000101"	"Newborn hearing screening programme incomplete as declined screening"	"474451000000116"
"9Oq99"	"279611000000103"	"Newborn hearing screening programme incomplete as baby unsettled"	"480181000000116"
"9Oq9A"	"276851000000106"	"Newborn hearing screening programme incomplete as baby deceased"	"474541000000115"
"9Oq9B"	"279591000000106"	"Newborn hearing screening programme contraindicated"	"480121000000117"
"9Oq9C"	"276801000000105"	"Newborn hearing screening programme completed, no clear response in one ear, follow-up required"	"474391000000115"
"9Oq9D"	"276811000000107"	"Newborn hearing screening programme completed, no clear response in both ears follow-up required"	"474421000000114"
"9Oq9E"	"276791000000106"	"Newborn hearing screening programme completed, clear response targeted follow-up required"	"474361000000114"
"9Oq9F"	"276781000000109"	"Newborn hearing screening programme completed, clear response no follow-up required"	"474331000000116"
"9Oq9G"	"909481000000101"	"Newborn hearing screening not done"	"2338151000000113"
"9OqA"	"1103731000000108"	"Abdominal aortic aneurysm screening offered"	"2763071000000119"
"9OqB"	"835261000000109"	"Sexually transmitted infection screening offered"	"2169441000000110"
"9OqC"	"302241000000109"	"Newborn blood spot screening status"	"536001000000114"
"9OqC0"	"525271000000100"	"Newborn blood spot screening programme - repeat screening with further sample required"	"1172621000000115"
"9OqC1"	"384371000000101"	"Newborn blood spot screening programme, medium chain acyl-coenzyme A dehydrogenase deficiency repeat screening with further sample required"	"758491000000110"
"9OqC2"	"525251000000109"	"Newborn blood spot screening programme - not suspected and other disorders follow up required"	"1172581000000115"
"9OqC3"	"384421000000108"	"Newborn blood spot screening programme, medium chain acyl-coenzyme A dehydrogenase deficiency not suspected and other disorders follow up required"	"758661000000118"
"9OqC4"	"525231000000102"	"Newborn blood spot screening programme - not screened for or screening incomplete"	"1172541000000111"
"9OqC5"	"302761000000102"	"Medium chain acyl-coenzyme A dehydrogenase deficiency not screened for or screening incomplete"	"537291000000111"
"9OqC5"	"302761000000102"	"Newborn blood spot screening programme - medium chain acyl-coenzyme A dehydrogenase deficiency (MCADD) not screened for or screening incomplete"	"1550541000000115"
"9OqC6"	"384331000000103"	"Newborn blood spot screening programme, phenylketonuria repeat screening with further sample required"	"758351000000114"
"9OqC7"	"384391000000102"	"Newborn blood spot screening programme, phenylketonuria not suspected and other disorders follow up required"	"758561000000117"
"9OqC8"	"302741000000103"	"Newborn blood spot screening programme - phenylketonuria (PKU) not screened for or screening incomplete"	"1550501000000118"
"9OqC8"	"302741000000103"	"Phenylketonuria not screened for or screening incomplete"	"537241000000118"
"9OqC9"	"384361000000108"	"Newborn blood spot screening programme, congenital hypothyroidism repeat screening with further sample required"	"758461000000116"
"9OqCA"	"384411000000102"	"Newborn blood spot screening programme, congenital hypothyroidism not suspected and other disorders follow up required"	"758621000000114"
"9OqCB"	"302781000000106"	"Congenital hypothyroidism not screened for or screening incomplete"	"537341000000113"
